property,network,result,lower_bound,upper_bound,time,steps
4,3-6,unsat,1.0,1.0,0.027319726,5
4,3-7,unsat,1.0,1.0,0.014538387,4
4,3-8,unsat,1.0,1.0,0.038345576,7
4,3-9,unsat,1.0,1.0,0.04162749,10
4,4-1,unsat,1.0,Inf,0.004930363,1
4,4-2,unsat,1.0,1.0,0.067396209,12
4,4-3,unsat,1.0,1.0,0.127291437,5
4,4-4,unsat,1.0,1.0,0.033494931,4
4,4-5,unsat,1.0,1.0,0.011703961,3
4,4-6,unsat,1.0,1.0,0.014489427,4
4,4-7,unsat,1.0,1.0,0.024152283,8
4,4-8,unsat,1.0,1.0,0.09789562,29
4,4-9,unsat,1.0,1.0,0.015711656,5
4,5-1,unsat,1.0,1.0,0.028753252,5
4,5-2,unsat,1.0,1.0,0.013479253,2
4,5-3,unsat,1.0,1.0,0.030650681,8
4,5-4,unsat,1.0,1.0,0.023852863,5
4,5-5,unsat,1.0,1.0,0.027192173,5
4,5-6,unsat,1.0,1.0,0.020392131,4
4,5-7,unsat,1.0,1.0,0.014179944,4
4,5-8,unsat,1.0,1.0,0.035729415,7
4,5-9,unsat,1.0,1.0,0.013751786,3
