property,network,result,lower_bound,upper_bound,time,steps
3,4-2,unsat,1.0,1.0,35.966875022,1626
3,4-3,unsat,1.0,1.0,12.329072295,462
3,4-4,unsat,1.0,Inf,0.058203263,4
3,4-5,unsat,1.0,Inf,0.036787977,4
3,4-6,unsat,1.0,Inf,0.611071879,24
3,4-7,unsat,1.0,Inf,0.107482991,10
3,4-8,unsat,1.0,Inf,0.04662532,5
3,4-9,unsat,1.0,Inf,0.367953391,9
3,5-1,unsat,1.0,1.0,11.693596184,512
3,5-2,unsat,1.0,Inf,3.445872536,91
3,5-3,unsat,1.0,Inf,0.659573156,17
3,5-4,unsat,1.0,Inf,0.063462281,4
3,5-5,unsat,1.0,Inf,0.173652879,9
3,5-6,unsat,1.0,Inf,0.362413473,10
3,5-7,unsat,1.0,Inf,0.000225079,1
3,5-8,unsat,1.0,Inf,0.207915934,17
3,5-9,unsat,1.0,Inf,0.094504203,10
4,1-1,unsat,1.0,1.0,11.835582542,297
4,1-2,unsat,1.0,1.0,8.805407639,256
4,1-3,unsat,1.0,1.0,136.500679025,6381
4,1-4,unsat,1.0,Inf,0.216207391,8
4,1-5,unsat,1.0,1.0,4.291090792,188
4,1-6,unsat,1.0,Inf,0.302811319,12
4,1-7,sat,0.0,0.0,2.380065006,100
4,1-8,sat,0.0,0.0,2.913167599,100
4,1-9,sat,0.0,0.0,4.145725446,100
4,2-1,unsat,1.0,Inf,0.306044366,15
4,2-2,unsat,1.0,Inf,0.211799355,12
4,2-3,unsat,1.0,Inf,0.391342479,3
4,2-4,unsat,1.0,Inf,0.0454128,3
4,2-5,unsat,1.0,Inf,0.214336878,18
4,2-6,unsat,1.0,Inf,0.11402747,8
4,2-7,unsat,1.0,Inf,0.069159725,6
4,2-8,unsat,1.0,Inf,0.428226636,16
4,2-9,unsat,1.0,Inf,0.009930317,2
4,3-1,unsat,1.0,Inf,0.161875474,8
4,3-2,unsat,1.0,Inf,0.343468928,8
4,3-3,unsat,1.0,Inf,0.368438327,29
4,3-4,unsat,1.0,Inf,0.0418645,3
4,3-5,unsat,1.0,Inf,0.544485648,13
4,3-6,unsat,1.0,Inf,0.077905285,5
4,3-7,unsat,1.0,Inf,0.046870659,4
4,3-8,unsat,1.0,Inf,0.10739487,7
4,3-9,unsat,1.0,Inf,0.114911377,10
4,4-1,unsat,1.0,Inf,0.012443829,1
4,4-2,unsat,1.0,Inf,0.384886663,12
4,4-3,unsat,1.0,Inf,0.10304233,5
4,4-4,unsat,1.0,Inf,0.089621655,4
4,4-5,unsat,1.0,Inf,0.029135235,3
4,4-6,unsat,1.0,Inf,0.047901692,4
4,4-7,unsat,1.0,Inf,0.073019606,8
4,4-8,unsat,1.0,Inf,0.61315998,29
4,4-9,unsat,1.0,Inf,0.067194787,5
4,5-1,unsat,1.0,Inf,0.06934777,5
4,5-2,unsat,1.0,Inf,0.025631024,2
4,5-3,unsat,1.0,Inf,0.402483756,8
4,5-4,unsat,1.0,Inf,0.060455127,5
4,5-5,unsat,1.0,Inf,0.101329041,5
4,5-6,unsat,1.0,Inf,0.051586714,4
4,5-7,unsat,1.0,Inf,0.044916827,4
4,5-8,unsat,1.0,Inf,0.101758702,7
4,5-9,unsat,1.0,Inf,0.034973391,3
