property,network,result,lower_bound,upper_bound,time,steps
1,1-1,UNSAT,0.0,0.0,3.606423367,150
1,1-2,UNSAT,0.0,0.0,0.083576128,100
1,1-3,UNSAT,0.0,0.0,0.110299702,150
1,1-4,UNSAT,0.0,0.0,0.053718432,100
1,1-5,UNSAT,0.0,0.0,0.05348388,100
1,1-6,UNSAT,0.0,0.0,0.063464265,100
1,1-7,UNSAT,0.0,0.0,0.039623651,50
1,1-8,UNSAT,0.0,0.0,0.024275019,50
1,1-9,UNSAT,0.0,0.0,0.022578538,50
1,2-1,UNSAT,0.0,0.0,0.067644563,100
1,2-2,UNSAT,0.0,0.0,0.264858196,400
1,2-3,UNSAT,0.0,0.0,0.089569089,150
1,2-4,UNSAT,0.0,0.0,0.08128627,150
1,2-5,UNSAT,0.0,0.0,0.526978127,1050
1,2-6,UNSAT,0.0,0.0,0.265346912,550
1,2-7,UNSAT,0.0,0.0,2.117847177,4600
1,2-8,UNSAT,0.0,0.0,4.81669583,11200
1,2-9,UNSAT,0.0,0.0,4.20606423,9850
1,3-1,UNSAT,0.0,0.0,0.30777317,500
1,3-2,UNSAT,0.0,0.0,0.13360628,250
1,3-3,UNSAT,0.0,0.0,0.170149754,300
1,3-4,UNSAT,0.0,0.0,0.100934195,200
1,3-5,UNSAT,0.0,0.0,0.699586697,1500
1,3-6,UNSAT,0.0,0.0,1.104579052,2350
1,3-7,UNSAT,0.0,0.0,1.263137056,2850
1,3-8,UNSAT,0.0,0.0,1.465363993,3400
1,3-9,UNSAT,0.0,0.0,4.562204081,12100
1,4-1,UNSAT,0.0,0.0,0.357950669,700
1,4-2,UNSAT,0.0,0.0,0.171606847,300
1,4-3,UNSAT,0.0,0.0,0.118287056,250
1,4-4,UNSAT,0.0,0.0,0.078437348,150
1,4-5,UNSAT,0.0,0.0,0.250441346,500
1,4-6,UNSAT,0.0,0.0,2.007228535,4100
1,4-7,UNSAT,0.0,0.0,4.073516398,9350
1,4-8,UNSAT,0.0,0.0,1.442328796,3050
1,4-9,UNSAT,0.0,0.0,9.879398376,23700
1,5-1,UNSAT,0.0,0.0,0.107128089,200
1,5-2,UNSAT,0.0,0.0,0.121505826,250
1,5-3,UNSAT,0.0,0.0,0.052859349,100
1,5-4,UNSAT,0.0,0.0,0.049569866,100
1,5-5,UNSAT,0.0,0.0,0.177758654,400
1,5-6,UNSAT,0.0,0.0,0.822184837,1950
1,5-7,UNSAT,0.0,0.0,0.922357191,2300
1,5-8,UNSAT,0.0,0.0,1.84710425,4750
1,5-9,UNSAT,0.0,0.0,1.487106726,3200
2,1-1,unsat,1.0,1.0,253.405393955,8597
